Time,Boiler Temperature,Group Temperature,Weight,Avg. PID,Solenoid,Pump
1595696709.5684893,105.00990199890813,81.91978177916883,0.0,-0.3394340925368264,True,True
1595696710.1798122,104.97547448988406,81.88564589216043,4.0,-0.4021809817193069,True,True
1595696710.6706088,104.94104734234257,81.95391801908758,9.73,-0.4021809817193069,True,True
1595696711.2725527,104.76891702647241,81.95391801908758,14.96,-0.2618746882423403,True,True
1595696711.7428753,104.25258028529198,81.98805461192757,19.83,-0.2618746882423403,True,True
1595696712.6452193,103.52984538907312,82.09046650808415,27.37,2.4887368960937875,True,True
1595696713.1007602,101.80968860574346,82.43186243965967,32.77,2.4887368960937875,True,True
1595696713.7049472,100.262317976302,82.84158416435217,38.66,14.16410883263894,True,True
1595696714.1868238,98.92185303014985,83.01231655980992,43.06,14.16410883263894,True,True
1595696714.7841332,97.47888686522916,83.42211034412185,48.8,38.55672488800441,True,True
1595696715.3080761,95.72756498755021,83.9002674112403,53.25,38.55672488800441,True,True
1595696715.8930845,94.11442721275205,84.27601086076736,58.36,65.03973976085338,True,True
1595696716.3955936,92.39919111134925,84.72012647429186,62.67,65.03973976085338,False,False
1595696716.9663029,90.99336421599608,85.19847169804946,66.57,97.16718364891744,False,False
1595696717.4309828,89.38254457283634,85.57436304235088,66.4,97.16718364891744,False,False
1595696717.9934044,88.14925775530268,86.0186535057932,66.4,129.48265646457344,False,False
1595696718.4666903,86.91643228007673,86.39463834734903,66.4,129.48265646457344,False,False
1595696719.0160499,86.06057463459807,86.66810879816808,66.39,151.84780073302167,False,False
