Time,Temperature,Weight,Avg. PID,Solenoid,Pump
1592856936.455446,98.7079832865831,-1.08,22.49719329119177,True,True
1592856936.8401432,98.77680987164912,0.43,22.433089766618778,True,True
1592856937.2039664,98.81122370494687,1.94,22.433089766618778,True,True
1592856937.5837004,98.88005245312932,2.03,22.433089766618778,True,True
1592856938.0036702,98.88005245312932,5.12,21.857127271315363,False,False
1592856938.3729076,98.81122370494687,7.89,21.857127271315363,False,False
1592856938.7398798,98.7423963988652,7.81,21.857127271315363,False,False
1592856939.1158621,98.60474611263923,7.69,23.49172173694119,False,False
1592856939.4906013,98.46710159372789,7.67,23.49172173694119,False,False
1592856939.8643985,98.36387198890785,7.25,23.49172173694119,False,False
1592856940.2353308,98.32946284140534,7.25,28.832009264567727,True,True
1592856940.6078238,98.22623756105156,7.74,28.832009264567727,True,True
1592856941.0817194,98.15742250916428,9.06,28.832009264567727,True,True
1592856941.4574513,98.08860889851644,11.26,33.27778904158771,True,True
1592856941.8290238,98.01979672901791,15.45,33.27778904158771,True,True
1592856942.2119927,97.88217671310571,19.37,33.27778904158771,True,True
1592856942.577475,97.67575749559289,22.28,37.54395230190695,True,True
1592856942.9589481,97.40055204030459,26.39,37.54395230190695,True,True
1592856943.3335755,97.0909734474868,30.34,37.54395230190695,True,True
1592856943.7162414,96.74703142902086,34.55,42.435581758130304,True,True
1592856944.168046,96.29996060035216,37.57,42.435581758130304,True,True
1592856944.5449772,95.92171738050405,42.97,42.435581758130304,False,False
1592856944.9244132,95.47475875872941,44.7,51.57785957212419,False,False
1592856945.2928095,94.99348663584583,44.69,51.57785957212419,False,False
1592856945.6592588,94.54665414589549,44.65,51.57785957212419,False,False
1592856946.0222793,94.13424725520086,44.39,66.36275525527849,False,False
1592856946.3900445,93.8249760127599,44.36,66.36275525527849,False,False
1592856946.7774904,93.44701730445024,44.37,66.36275525527849,False,False
