Time,Temperature,Weight,Avg. PID,Solenoid,Pump
1592996088.3222876,105.01159769152906,105.39,2.9528756835419427,True,True
1592996088.7023206,104.9771187806024,105.41,3.0663129407523706,True,True
1592996089.0718749,105.01159769152906,105.4,3.0663129407523706,True,True
1592996089.435105,104.9771187806024,105.4,3.0663129407523706,False,False
1592996089.8095531,104.9426402322382,105.4,3.478626299015165,False,False
1592996090.199455,104.83920676240888,105.4,3.478626299015165,False,False
1592996090.575723,104.63234961040213,105.39,3.478626299015165,False,False
1592996090.9422672,104.49445209152043,105.05,5.301959608847817,False,False
1592996091.3284562,104.2876166850527,105.39,5.301959608847817,False,False
1592996091.6955175,104.11526381062487,105.39,5.301959608847817,False,False
1592996092.0642254,103.97738803213846,105.4,11.444119170297963,True,True
1592996092.4345677,103.83951804935492,105.4,11.444119170297963,True,True
1592996092.8075068,103.73611936525734,105.4,11.444119170297963,True,True
1592996093.1758287,103.59825952319451,105.39,17.0939056600952,True,True
1592996093.5310001,103.49486844379874,105.39,17.0939056600952,True,True
1592996093.8937683,103.3570187402195,105.39,17.0939056600952,True,True
1592996094.291032,103.11579569651549,105.39,21.943973548436077,True,True
1592996094.6595523,102.84013393453374,105.39,21.943973548436077,True,True
1592996095.0285766,102.49558929831014,105.39,21.943973548436077,True,True
1592996095.4247835,102.08218348363808,105.83,26.28399692217951,True,True
1592996095.7982185,101.63438594447602,106.07,26.28399692217951,True,True
1592996096.1808133,101.1866494914155,106.33,26.28399692217951,True,True
1592996096.5358136,100.7734085007946,106.42,35.88839258474964,True,True
1592996096.902885,100.39464994811874,106.74,35.88839258474964,True,True
1592996097.3162196,99.98150862370117,106.98,35.88839258474964,True,True
1592996097.6858706,99.67168673752107,107.3,48.99916875978317,True,True
1592996098.0608647,99.43073436508317,107.52,48.99916875978317,True,True
1592996098.4451978,99.18979966837357,107.85,48.99916875978317,True,True
1592996098.803906,99.01771427615816,108.06,57.989085044183,True,True
1592996099.1703012,98.81122370494687,108.44,57.989085044183,True,True
1592996099.5464413,98.67357053479269,108.73,57.989085044183,True,True
1592996099.912552,98.57033444225404,109.01,57.43447549010195,True,True
1592996100.2960043,98.46710159372789,109.42,57.43447549010195,True,True
1592996100.6746352,98.32946284140534,109.73,57.43447549010195,True,True
1592996101.0368195,98.26064562748866,110.12,50.193156842162395,True,True
1592996101.4105666,98.19182985494731,110.51,50.193156842162395,True,True
1592996101.7874696,98.0542026336291,111.07,50.193156842162395,True,True
1592996102.154671,98.01979672901791,111.6,43.82224804560607,True,True
1592996102.514612,97.9165811767264,112.18,43.82224804560607,True,True
1592996102.8793163,97.88217671310571,112.58,43.82224804560607,True,True
1592996103.2527342,97.81336886651141,113.2,40.14071437193808,True,True
1592996103.64892,97.71015979806693,113.82,40.14071437193808,True,True
1592996104.0099292,97.64135555327036,114.48,40.14071437193808,True,True
1592996104.3798375,97.57255274903473,115.02,38.73153798675981,True,True
1592996104.7517614,97.50375138526915,115.76,38.73153798675981,True,True
1592996105.1271496,97.43495146188354,116.3,38.73153798675981,True,True
1592996105.4977467,97.36615297878701,117.19,38.53786403301116,True,True
1592996105.8711698,97.2629579544873,117.8,38.53786403301116,True,True
1592996106.243239,97.19416307171886,118.52,38.53786403301116,True,True
1592996106.60949,97.12536962892297,119.35,38.87199299281285,True,True
1592996106.9838903,97.0221821644806,119.98,38.87199299281285,True,True
1592996107.3582683,96.91899793946872,120.75,38.87199299281285,True,True
1592996107.7425683,96.8158169535817,121.68,40.312040321186394,True,True
1592996108.1087933,96.67824734384494,122.47,40.312040321186394,True,True
1592996108.4844482,96.57507391473068,123.11,40.312040321186394,True,True
1592996108.8574317,96.4375143795841,123.97,42.2141136992862,True,True
1592996109.2467322,96.33434850558258,125.07,42.2141136992862,True,True
1592996109.6078906,96.19679904281313,125.5,42.2141136992862,True,True
1592996109.9799678,96.05925533469404,126.38,44.812215454953844,True,True
1592996110.3456867,95.9561013296604,127.23,44.812215454953844,True,True
1592996110.7196608,95.78418517952032,128.15,44.812215454953844,True,True
1592996111.0907829,95.68103980389002,129.01,47.57180004329889,True,True
1592996111.457648,95.54351766928096,129.7,47.57180004329889,True,True
1592996111.8706057,95.4403798426025,130.79,47.57180004329889,True,True
1592996112.2590518,95.30286777215765,131.41,49.49769734761484,True,True
1592996112.6395988,95.2341138932151,132.05,49.49769734761484,True,True
1592996113.022184,95.09661044743801,133.22,49.49769734761484,True,True
1592996113.396409,95.02786088042363,134.12,50.60487935038099,True,True
1592996113.7674541,94.92473922449159,135.04,50.60487935038099,False,False
1592996114.1384652,94.8559932501312,135.71,50.60487935038099,False,False
1592996114.5342531,94.78724871267457,136.12,50.6124380089859,False,False
1592996114.921545,94.7185056120323,136.22,50.6124380089859,False,False
1592996115.303042,94.68413460048832,136.25,50.6124380089859,False,False
1592996115.6674473,94.61539365489755,136.26,49.43306240996972,False,False
1592996116.0447452,94.61539365489755,136.3,49.43306240996972,False,False
1592996116.4230072,94.64976394811357,136.31,49.43306240996972,False,False
