Time,Temperature,Weight,Avg. PID,Solenoid,Pump
1592856836.3933296,71.8381329342237,0.56,109.16822771826472,True,True
1592856836.77627,71.97467071552433,0.64,107.01484738865045,True,True
1592856837.160584,72.14535085844469,3.35,107.01484738865045,True,True
1592856837.535446,72.31603979851651,6.38,107.01484738865045,False,False
1592856837.9250562,72.48673753710094,10.82,104.67914049303768,False,False
1592856838.3053684,72.62330206381203,11.67,104.67914049303768,False,False
1592856838.6794796,72.75987222313836,11.64,104.67914049303768,False,False
1592856839.038797,72.93059284422358,11.64,102.41968858115229,False,False
1592856839.412705,73.06717567948374,11.63,102.41968858115229,False,False
1592856839.7805853,73.2037641496255,11.64,102.41968858115229,False,False
1592856840.1646223,73.37450766241686,11.63,100.59828007148803,True,True
1592856840.5320456,73.54525998216312,11.63,100.59828007148803,True,True
1592856840.9096258,73.7160211102269,13.36,100.59828007148803,True,True
1592856841.2791862,73.88679104797123,15.49,98.68265804834526,True,True
1592856841.6540203,74.02341334205322,19.45,98.68265804834526,True,True
1592856842.0260947,74.09172660396338,22.76,98.68265804834526,True,True
1592856842.4154506,74.16004127590222,26.55,97.35113305619046,True,True
1592856842.7858527,74.19419914065965,30.47,97.35113305619046,True,True
1592856843.1595888,74.16004127590222,33.68,97.35113305619046,True,True
1592856843.535056,74.12588376367363,38.81,98.96434594477937,True,True
1592856843.8991094,74.09172660396338,41.98,98.96434594477937,False,False
1592856844.2796237,73.955101490085,44.73,98.96434594477937,False,False
1592856844.656983,73.88679104797123,44.5,104.16318943708276,False,False
1592856845.0209882,73.7160211102269,44.5,104.16318943708276,False,False
1592856845.3951263,73.64771560191603,44.48,104.16318943708276,False,False
1592856845.7567046,73.54525998216312,44.47,112.69099375252365,False,False
1592856846.1562476,73.47695799734295,44.46,112.69099375252365,False,False
1592856846.5323036,73.40865742176597,44.46,112.69099375252365,False,False
