Time,Temperature,Weight,Avg. PID,Solenoid,Pump
1592919260.855524,104.49445209152043,0.0,3.805065751368674,True,True
1592919261.2183874,104.49445209152043,0.0,3.805065751368674,True,True
1592919261.6039913,104.52892592760817,0.0,4.160707603919785,True,True
1592919261.9695637,104.49445209152043,0.0,4.160707603919785,True,True
1592919262.337037,104.45997861783556,0.0,4.160707603919785,False,False
1592919262.7146416,104.39103275762828,0.0,4.259433177394436,False,False
1592919263.079966,104.25314538554407,0.0,4.259433177394436,False,False
1592919263.4469573,104.08079432261587,0.0,4.259433177394436,False,False
1592919263.8288062,103.87398500174378,0.0,7.1395904781590875,False,False
1592919264.1918795,103.70165386154284,0.0,7.1395904781590875,False,False
1592919264.5571907,103.56379546797223,0.0,7.1395904781590875,True,True
1592919264.9289982,103.39148062304683,0.0,13.34561519690367,True,True
1592919265.2956612,103.28809606063129,0.0,13.34561519690367,True,True
1592919265.6590607,103.21917482905543,0.0,13.34561519690367,True,True
1592919266.028499,103.04687808457159,0.0,19.248858832555857,True,True
1592919266.3921003,102.8745903881696,0.0,19.248858832555857,True,True
1592919266.7665758,102.66785709394864,0.0,19.248858832555857,True,True
1592919267.135938,102.39223296190919,0.0,24.335423335465386,True,True
1592919267.4993875,102.08218348363808,0.0,24.335423335465386,True,True
1592919267.9087956,101.66882973997097,0.23,24.335423335465386,True,True
1592919268.290054,101.22108858886699,1.47,30.01394880082678,True,True
1592919268.6677978,100.8078432632968,2.34,30.01394880082678,True,True
1592919269.036926,100.39464994811874,2.77,30.01394880082678,True,True
1592919269.4087834,99.91265678957764,3.41,41.28127407209746,True,True
1592919269.7855577,99.49957609624964,3.9,41.28127407209746,True,True
1592919270.1735706,99.08654735118553,4.28,41.28127407209746,True,True
1592919270.548292,98.7079832865831,4.85,55.1564787551565,True,True
1592919270.9272294,98.39828149678827,5.23,55.1564787551565,True,True
1592919271.3092449,98.0542026336291,5.9,55.1564787551565,True,True
1592919271.6863575,97.77896548351492,6.51,64.1889671660873,True,True
1592919272.0800753,97.53815188709872,7.13,64.1889671660873,True,True
1592919272.4674509,97.33175427731918,7.77,64.1889671660873,True,True
1592919272.8513985,97.12536962892297,8.2,65.16392923812353,True,True
1592919273.2141736,96.91899793946872,8.87,65.16392923812353,True,True
1592919273.595835,96.78142401137254,9.54,65.16392923812353,True,True
1592919273.9804327,96.57507391473068,10.03,61.02810014931106,True,True
1592919274.362735,96.40312539518747,10.93,61.02810014931106,True,True
1592919274.7337692,96.29996060035216,11.47,61.02810014931106,True,True
1592919275.1547735,96.12802646946759,12.43,56.37841424794583,True,True
1592919275.5367103,95.99048563840316,13.23,56.37841424794583,True,True
1592919275.9273179,95.8873337909232,13.82,56.37841424794583,True,True
1592919276.301592,95.78418517952032,14.64,52.84353813125828,True,True
1592919276.6735532,95.68103980389002,15.2,52.84353813125828,True,True
1592919277.0584898,95.54351766928096,16.26,52.84353813125828,True,True
1592919277.431791,95.47475875872941,17.01,50.90781676401643,True,True
1592919277.8287008,95.37162308859007,17.83,50.90781676401643,True,True
1592919278.2223115,95.2341138932151,18.51,50.90781676401643,True,True
1592919278.5939186,95.16536145167191,19.03,49.79668021689851,True,True
1592919278.9628067,94.99348663584583,19.74,49.79668021689851,True,True
1592919279.3411682,94.8903660576926,20.44,49.79668021689851,True,True
1592919279.7043772,94.78724871267457,21.0,50.08490746782403,True,True
1592919280.0885682,94.7185056120323,21.5,50.08490746782403,True,True
1592919280.4650936,94.64976394811357,22.36,50.08490746782403,True,True
1592919280.8350618,94.54665414589549,23.05,50.62161528013552,True,True
1592919281.209706,94.51228493008692,23.59,50.62161528013552,True,True
1592919281.582956,94.44354757579879,24.29,50.62161528013552,True,True
1592919281.9741585,94.40917943729669,25.15,50.65241133596483,True,True
1592919282.351964,94.34044423752009,25.64,50.65241133596483,True,True
1592919282.724253,94.27171047397212,26.34,50.65241133596483,True,True
1592919283.1140544,94.23734413075525,26.69,49.68508918064233,True,True
1592919283.4861677,94.16861252138126,27.71,49.68508918064233,True,True
1592919283.859727,94.13424725520086,28.22,49.68508918064233,True,True
1592919284.2318099,94.09988234801024,28.91,48.51117973579841,True,True
1592919284.6473749,94.03115361055245,29.6,48.51117973579841,False,False
1592919285.0438745,93.99678978026313,30.33,48.51117973579841,False,False
1592919285.4178135,93.96242630891851,30.53,48.01417293631956,False,False
1592919285.7846525,93.89370044301758,30.55,48.01417293631956,False,False
1592919286.1662467,93.85933804843873,30.65,48.01417293631956,False,False
1592919286.539196,93.92806319650659,30.66,48.185651572726485,False,False
1592919286.9067686,93.92806319650659,30.65,48.185651572726485,False,False
1592919287.2813828,93.92806319650659,30.65,48.185651572726485,False,False
