Time,Boiler Temperature,Group Temperature,Weight,Avg. PID,Solenoid,Pump
1593369961.7386885,105.01209738855592,94.50584074210254,0.0,5.612027619258362,True,True
1593369962.2229095,105.07905747896544,94.50584074210254,0.0,5.612027619258362,True,True
1593369962.715943,105.01209738855592,94.50584074210254,0.0,5.612027619258362,False,False
1593369963.198862,104.97861785614707,94.50584074210254,0.0,5.86432429516595,False,False
1593369963.6868281,104.74427070049154,94.54010760091099,0.0,5.86432429516595,False,False
1593369964.1763358,104.30909898249803,94.60864238950373,0.0,5.86432429516595,False,False
1593369964.6836054,103.8070495124628,94.74571625090272,0.0,8.85920891428324,False,False
1593369965.1655133,103.3720021230519,94.95133775487363,0.0,8.85920891428324,True,True
1593369965.652816,102.93701242141398,95.08842589981188,0.0,8.85920891428324,True,True
1593369966.1591089,102.53553464838015,95.15697211523617,0.0,20.847212425334902,True,True
1593369966.6384678,102.20100735783026,95.25979411731716,0.0,20.847212425334902,True,True
1593369967.1191735,101.7996196179406,95.29406883244116,0.0,20.847212425334902,True,True
1593369967.5988646,101.2645123136989,95.43117126538463,0.0,33.16868355367093,True,True
1593369968.1060991,100.59575082706311,95.49972462548159,0.0,33.16868355367093,True,True
1593369968.581326,99.75999048047753,95.63683563337273,0.0,33.16868355367093,True,True
1593369969.0732708,98.82419132985395,95.77395235879004,0.0,49.4757243799231,True,True
1593369969.5732348,97.7550329077784,95.94535630692192,0.0,49.4757243799231,True,True
1593369970.0587263,96.65282750270387,96.0482029650636,0.0,49.4757243799231,True,True
1593369970.5491145,95.6511431983998,96.11676919120355,0.28,69.04288349273217,True,True
1593369971.069022,94.64976394811357,96.15105284052068,1.98,69.04288349273217,True,True
1593369971.5777435,93.8155140659543,96.15105284052068,3.27,83.28058102520976,True,True
1593369972.110601,93.04819096494778,96.15105284052068,4.51,83.28058102520976,True,True
1593369972.5962148,92.44780201563209,96.11676919120355,5.59,96.31861993493953,True,True
1593369973.0976765,91.91421487660891,96.08248589938816,6.82,96.31861993493953,True,True
1593369973.6006262,91.48073900260972,96.08248589938816,7.95,96.31861993493953,True,True
1593369974.0894132,91.08065807649297,96.0482029650636,9.09,106.93230041525605,True,True
1593369974.584751,90.78062928034706,96.01392038821824,9.97,106.93230041525605,True,True
1593369975.0735066,90.58062526849876,96.0482029650636,11.41,106.93230041525605,True,True
1593369975.5565746,90.34730260556822,96.0482029650636,12.34,101.20765290177657,True,True
1593369976.0354404,90.18065368024132,96.01392038821824,13.59,101.20765290177657,True,True
1593369976.5257103,90.04734061077122,96.08248589938816,14.83,101.20765290177657,True,True
1593369977.023898,89.88070686134748,96.08248589938816,16.09,87.74551449963334,True,True
1593369977.5093887,89.74740593094133,96.0482029650636,17.37,87.74551449963334,True,True
1593369978.0030315,89.64743377303428,96.01392038821824,18.67,87.74551449963334,True,True
1593369978.4838395,89.51414228183005,96.01392038821824,19.75,76.95933106631504,True,True
1593369978.9712982,89.38085618355518,96.01392038821824,21.36,76.95933106631504,True,True
1593369979.4719522,89.34753550155517,95.97963816884155,22.64,76.95933106631504,True,True
1593369979.9743636,89.2475754775556,95.97963816884155,23.95,70.86098912161069,True,True
1593369980.4775643,89.11430016317645,95.94535630692192,25.28,70.86098912161069,True,True
1593369980.9669101,89.04766452764038,95.94535630692192,26.54,68.76549824937953,True,True
1593369981.5108814,88.91439729946558,95.91107480244844,27.51,68.76549824937953,True,True
1593369981.9941325,88.84776570666314,95.84251286579452,28.99,68.09190975724096,True,True
1593369982.5486968,88.74782084383659,95.84251286579452,30.39,68.09190975724096,False,False
1593369983.0520205,88.6811926194177,95.77395235879004,30.92,67.84345417084451,False,False
1593369983.569521,88.6145657422087,95.80823243359154,30.98,67.84345417084451,False,False
1593369984.073634,88.58125280878252,95.77395235879004,31.1,67.62987709038724,False,False
1593369984.5768535,88.58125280878252,95.73967264137875,31.1,67.62987709038724,False,False
1593369985.0599322,88.58125280878252,95.70539328134603,31.09,67.11413280702368,False,False
