Time,Boiler Temperature,Group Temperature,Weight,Avg. PID,Solenoid,Pump
1595824871.539747,105.21647464482128,87.89900662264291,0.0,3.8845257330982728,True,True
1595824872.0261574,105.21647464482128,87.86480880918788,0.0,3.898868608315477,True,True
1595824872.4888299,105.21647464482128,87.89900662264291,0.0,3.898868608315477,False,False
1595824872.9763334,105.18204496666367,87.96740331406832,0.0,3.898868608315477,False,False
1595824873.4237518,104.97547448988406,87.96740331406832,0.0,3.6883728587838767,False,False
1595824873.9828007,104.76891702647241,88.03580142491958,0.0,3.6883728587838767,False,False
1595824874.4356194,104.49352731402348,88.07000101265768,0.0,5.79974138190169,False,False
1595824875.0096128,104.32142048711309,88.24100427491453,0.0,5.79974138190169,True,True
1595824875.4631686,104.08048610230077,88.37781327366197,0.0,9.819702150639534,True,True
1595824876.026795,103.97723392683588,88.41201641079412,0.0,9.819702150639534,True,True
1595824876.4932106,103.77073932671655,88.5830374216786,0.0,13.700156204841031,True,True
1595824877.0489492,103.56425772563118,88.6514483113433,0.0,13.700156204841031,True,True
1595824877.494763,103.2201506038983,88.75406730894973,0.0,17.45571822773871,True,True
1595824877.9498587,102.80726969595004,88.85668950255287,0.0,17.45571822773871,True,True
1595824878.4901974,102.29124161388903,89.09615371818091,0.0,17.45571822773871,True,True
1595824878.9679058,101.67211500909436,89.13036431263922,0.65,27.287030213244577,True,True
1595824879.575669,100.94994821275887,89.30142261363817,1.13,27.287030213244577,True,True
1595824880.0711982,100.33107451974978,89.54091915743285,1.35,34.90996603521985,True,True
1595824880.6057253,99.81543553283804,89.74621576835908,1.75,34.90996603521985,True,True
1595824881.0955033,99.33424551472898,89.78043311412647,1.96,44.066730469893514,True,True
1595824881.661697,98.99058151551027,89.95152517482718,2.53,44.066730469893514,True,True
1595824882.1277506,98.64695346731065,90.12262612298261,2.88,52.07569061962572,True,True
1595824882.6974552,98.37207690590485,90.32795899415966,3.54,52.07569061962572,True,True
1595824883.1797886,98.16593457606788,90.32795899415966,4.01,57.60374270592406,True,True
1595824883.6587658,97.99415918039526,90.49907949959169,4.52,57.60374270592406,True,True
1595824884.162758,97.82239276430316,90.60175607086872,4.93,57.60374270592406,True,True
1595824884.6348217,97.65063532638393,90.60175607086872,5.79,57.56385410241241,True,True
1595824885.2091582,97.47888686522916,90.77289080398752,6.5,57.56385410241241,True,True
1595824885.6609807,97.30714737943225,90.80711881785973,7.19,53.30515424634351,True,True
1595824886.2075875,97.13541686758593,90.80711881785973,7.96,53.30515424634351,True,True
1595824886.6575942,97.03238286738922,90.8413471875072,8.61,53.30515424634351,True,True
1595824887.2369256,96.860666710938,91.11518695393204,9.8,47.81500362356816,True,True
1595824887.707905,96.68895952478093,91.04672487729623,10.7,47.81500362356816,True,True
1595824888.2569869,96.51726130751258,91.08095573768219,11.6,45.79804323981361,True,True
1595824888.7235134,96.37990919035295,91.18365045406841,12.59,45.79804323981361,True,True
1595824889.186902,96.20822711354282,91.14941852605702,13.33,45.47457793569092,True,True
1595824889.699778,96.03655400168712,91.21788273797748,14.4,45.47457793569092,True,True
1595824890.1974182,95.83055809922308,91.28634837353178,15.4,45.47457793569092,True,True
1595824890.7715309,95.590245856774,91.32058172519956,16.58,47.12662616585201,True,True
1595824891.243247,95.38427791226623,91.35481543280895,17.7,47.12662616585201,True,True
1595824891.771074,95.17832286759177,91.42328391589795,18.74,48.77492315326388,True,True
1595824892.2550044,94.93805828286057,91.5602251538667,19.76,48.77492315326388,True,True
1595824892.842813,94.6978112490905,91.52598931037302,21.03,51.09844195096935,True,True
1595824893.3285751,94.52621696832517,91.5602251538667,22.12,51.09844195096935,True,True
1595824893.852196,94.35463163876788,91.59446135338007,23.11,53.25300406991113,True,True
1595824894.3287368,94.18305525901924,91.59446135338007,24.27,53.25300406991113,True,True
1595824894.7878833,94.01148782767794,91.62869790892402,25.31,54.786577028968736,True,True
1595824895.2853575,93.90855166352648,91.73140971185137,26.25,54.786577028968736,True,True
1595824895.7623339,93.73699854672567,91.79988602749285,27.27,54.786577028968736,True,True
1595824896.39079,93.63407097022366,91.83412471945428,28.8,56.603806166470996,True,True
1595824896.8618152,93.49683921010238,91.86836376752403,29.73,56.603806166470996,False,False
1595824897.3805044,93.39391914603102,91.97108304849507,30.44,56.29740736185464,False,False
1595824897.8499458,93.29100230106913,92.07380553484197,30.5,56.29740736185464,False,False
1595824898.4112096,93.18808867491481,92.10804707598194,30.56,56.29740736185464,False,False
1595824898.8686762,93.1537848481015,92.17653122686546,30.64,55.31557849259764,False,False
1595824899.4361997,93.1537848481015,92.17653122686546,30.64,55.31557849259764,False,False
