Time,Boiler Temperature,Group Temperature,Weight,Avg. PID,Solenoid,Pump
1595997850.7103376,104.90662055627202,88.13840125281403,0.0,5.770932258142727,True,True
1595997851.1549642,104.90662055627202,88.13840125281403,0.0,5.799453331615167,True,True
1595997851.7073607,104.97547448988406,88.13840125281403,0.0,5.799453331615167,False,False
1595997852.1764622,104.90662055627202,88.03580142491958,0.0,5.799453331615167,False,False
1595997852.6427197,104.8033423667726,88.17260190525444,0.0,5.7171687111294975,False,False
1595997853.1581428,104.56237257396971,88.27520599215637,0.0,5.7171687111294975,False,False
1595997853.6169481,104.39026213399904,88.34361049151883,0.0,5.7171687111294975,False,False
1595997854.2093194,104.149322691858,88.48042375006976,0.0,8.761669270301294,True,True
1595997854.659525,103.97723392683588,88.61724268897758,0.0,8.761669270301294,True,True
1595997855.2121296,103.87398500174378,88.78827435169201,0.0,12.638527857068643,True,True
1595997855.6605983,103.66749690144819,88.78827435169201,0.0,12.638527857068643,True,True
1595997856.2294676,103.52984538907312,89.02773359491769,0.0,16.154175112974343,True,True
1595997856.6884823,103.18574187687588,89.06194347894441,0.0,16.154175112974343,True,True
1595997857.2950103,102.80726969595004,89.19878656726404,0.0,20.28274973478068,True,True
1595997857.7462878,102.22244400058322,89.36984842097442,0.19,20.28274973478068,True,True
1595997858.2273762,101.7065078676403,89.54091915743285,0.29,27.073889963784648,True,True
1595997858.739407,101.05310517133833,89.64356586360314,0.43,27.073889963784648,True,True
1595997859.2024705,100.50297217770381,89.78043311412647,1.0,27.073889963784648,True,True
1595997859.787936,99.91855685293925,89.98574465341794,1.09,39.6147686537207,True,True
1595997860.2832391,99.47172118322989,90.19106899104226,1.6,39.6147686537207,True,True
1595997860.844473,99.09367693990538,90.39640612939462,1.88,47.58827954613406,True,True
1595997861.326186,98.71567620141055,90.46485468719858,2.26,47.58827954613406,True,True
1595997861.9147575,98.47515292131781,90.56753019141567,2.7,54.824684952061375,True,True
1595997862.3921676,98.20029073287587,90.7044358435246,2.89,54.824684952061375,True,True
1595997862.967414,98.02851354111823,90.8413471875072,3.41,58.886496091710924,True,True
1595997863.4412134,97.82239276430316,90.90980499417262,4.02,58.886496091710924,True,True
1595997864.0178728,97.71933722426094,91.01249437276363,4.46,57.32480356484401,True,True
1595997864.525713,97.5475851725695,91.14941852605702,4.95,57.32480356484401,True,True
1595997865.1152902,97.44453825008642,91.08095573768219,5.6,52.62643534790116,True,True
1595997865.5831056,97.34149455863059,91.25211537779471,6.02,52.62643534790116,True,True
1595997866.055673,97.20410799554037,91.28634837353178,6.61,48.075709595989494,True,True
1595997866.5803888,97.13541686758593,91.32058172519956,7.4,48.075709595989494,True,True
1595997867.0591683,97.06672717523833,91.38904949637157,8.09,48.075709595989494,True,True
1595997867.6412625,96.9293520970043,91.35481543280895,8.96,43.59037584333332,True,True
1595997868.103474,96.860666710938,91.42328391589795,9.6,43.59037584333332,True,True
1595997868.6785533,96.79198276011846,91.49175382288779,10.45,41.8389964515096,True,True
1595997869.1400158,96.68895952478093,91.5602251538667,11.23,41.8389964515096,True,True
1595997869.7251112,96.62027916168569,91.59446135338007,12.28,40.97979199248912,True,True
1595997870.2059555,96.55160023352254,91.66293482050985,12.99,40.97979199248912,True,True
1595997870.7459402,96.51726130751258,91.76564769162883,14.04,40.737131927908415,True,True
1595997871.2027748,96.48292274020174,91.79988602749285,14.93,40.737131927908415,True,True
1595997871.6711001,96.34557205772714,91.79988602749285,15.62,40.737131927908415,True,True
1595997872.208382,96.27689886839347,91.83412471945428,16.78,40.15699824459655,True,True
1595997872.6742966,96.24256281166345,91.79988602749285,17.64,40.15699824459655,True,True
1595997873.2742007,96.07088790692936,91.86836376752403,18.82,40.56246629093484,True,True
1595997873.7257032,95.96788726681756,91.90260317171337,19.76,40.56246629093484,True,True
1595997874.3139987,95.86488985338154,91.93684293203316,21.02,41.17291670269741,True,True
1595997874.8064456,95.72756498755021,91.97108304849507,22.07,41.17291670269741,True,True
1595997875.4082258,95.55591697009805,92.14228897331924,23.23,42.280642851934246,True,True
1595997875.8743813,95.41860500713017,92.07380553484197,24.26,42.280642851934246,True,True
1595997876.4846463,95.28129877760135,92.17653122686546,25.5,44.02497017838424,True,True
1595997876.9509127,95.14399828079291,92.17653122686546,26.57,44.02497017838424,True,True
1595997877.5069122,95.00670351598697,92.24501680262682,27.59,45.95950713240954,True,True
1595997877.9923887,94.86941448246596,92.24501680262682,28.42,45.95950713240954,True,True
1595997878.462969,94.73213117951194,92.38199222914012,29.66,47.64626230626128,False,False
1595997878.964549,94.62917246254987,92.34774783811005,30.57,47.64626230626128,False,False
1595997879.4309876,94.52621696832517,92.48472753999278,30.64,47.64626230626128,False,False
1595997880.018652,94.38894798864985,92.51897335623448,30.71,49.784832910444166,False,False
1595997880.4841712,94.35463163876788,92.55321952880755,30.74,49.784832910444166,False,False
1595997881.0448368,94.3203156468784,92.62171294298977,30.78,50.40190537267314,False,False
