Time,Boiler Temperature,Group Temperature,Weight,Avg. PID,Solenoid,Pump
1599368400.8920484,105.00990199890813,89.2771199964992,0.0,5.494871571613308,True,True
1599368401.3542676,105.07875810144907,89.31109652082927,0.0,5.428767248808244,True,True
1599368402.17515,105.04432986942604,89.2771199964992,0.0,5.428767248808244,False,False
1599368402.6353383,104.94104734234257,89.34507339556674,0.0,5.269593309470149,False,False
1599368403.2150404,104.76891702647241,89.3790506207221,0.0,5.269593309470149,False,False
1599368403.67102,104.52794976332927,89.3790506207221,0.0,6.379446044321095,False,False
1599368404.1467714,104.28700020557521,89.4809843988052,0.0,6.379446044321095,False,False
1599368404.6874862,104.08048610230077,89.65088103831783,0.0,6.379446044321095,True,True
1599368405.138136,103.87398500174378,89.82078644072227,0.0,12.104583961712503,True,True
1599368405.725985,103.77073932671655,89.82078644072227,0.0,12.104583961712503,True,True
1599368406.1915064,103.59867042320585,89.88875105559751,0.0,16.094065175159734,True,True
1599368406.7817519,103.32337895042504,90.02468449253492,0.0,16.094065175159734,True,True
1599368407.2481613,102.91048505182617,90.05866872832965,0.0,19.760383524467127,True,True
1599368407.8461783,102.42884116774394,90.22859516720864,0.87,19.760383524467127,True,True
1599368408.3273005,101.7409010865893,90.33055523885105,1.51,25.9598814193223,True,True
1599368408.8817303,101.15626537161245,90.50049570638848,1.83,25.9598814193223,True,True
1599368409.342903,100.50297217770381,90.77241869593863,2.37,34.227284279371425,True,True
1599368409.8203511,100.0216814113757,90.84040295184832,2.74,34.227284279371425,True,True
1599368410.3693478,99.47172118322989,90.97637567450282,3.18,34.227284279371425,True,True
1599368410.827464,99.12804280044334,91.14634947403317,3.58,47.03210469012024,True,True
1599368411.4369853,98.7844003731903,91.31633204840088,4.21,47.03210469012024,True,True
1599368411.9019449,98.50951231178928,91.38432753540712,4.56,54.24254680700433,True,True
1599368412.49055,98.3377189527295,91.5543223968306,5.3,54.24254680700433,True,True
1599368412.9559395,98.09722334015902,91.65632352708576,5.87,58.315204232224616,True,True
1599368413.537978,97.9598051788554,91.75832781775063,6.65,58.315204232224616,True,True
1599368414.03029,97.78804055851037,91.86033526911885,7.12,57.547165089326064,True,True
1599368414.5899603,97.61628491605661,91.89433845533733,7.99,57.547165089326064,True,True
1599368415.053965,97.47888686522916,91.96234588148441,8.79,52.83769002736284,True,True
1599368415.5460832,97.37584209679804,92.06435965514095,9.63,52.83769002736284,True,True
1599368416.0599341,97.20410799554037,92.03035471264974,10.44,52.83769002736284,True,True
1599368416.5237386,97.06672717523833,92.13237059399717,11.27,46.104926291651765,True,True
1599368417.114037,96.89500922455963,92.20038293808905,12.2,46.104926291651765,True,True
1599368417.5773604,96.7233002444563,92.30240408923504,13.11,44.156517609565405,True,True
1599368418.1460059,96.62027916168569,92.37041994679831,14.27,44.156517609565405,True,True
1599368418.6127331,96.44858453157917,92.37041994679831,15.26,43.91179880313937,True,True
1599368419.2072704,96.31123528374454,92.43843720990249,16.42,43.91179880313937,True,True
1599368419.66691,96.17389177401995,92.37041994679831,17.17,44.395137605226004,True,True
1599368420.2349787,95.96788726681756,92.5404657401386,18.4,44.395137605226004,True,True
1599368420.6964989,95.7962267035392,92.57447595308207,19.44,45.29577049316627,True,True
1599368421.1673794,95.6245751018457,92.6084865174764,20.2,45.29577049316627,True,True
1599368421.7443347,95.48726027188945,92.64249743333207,21.46,45.29577049316627,True,True
1599368422.224479,95.31562479751271,92.71052031947143,22.48,47.65835880630356,True,True
1599368422.851683,95.07535018193451,92.81255728491422,23.9,47.65835880630356,True,True
1599368423.3356931,94.93805828286057,92.77854461158765,24.95,48.77287455040096,True,True
1599368423.9439762,94.73213117951194,92.88058368615943,26.0,48.77287455040096,True,True
1599368424.403951,94.56053510833662,92.94861149359853,27.26,50.37032766343593,True,True
1599368425.01768,94.3203156468784,92.88058368615943,28.33,50.37032766343593,True,True
1599368425.4776943,94.1487410569232,92.94861149359853,29.38,52.172270906236726,True,True
1599368426.0626686,93.97717541509522,93.01664070732012,30.57,52.172270906236726,False,False
1599368426.5346057,93.73699854672567,93.11868716487201,31.57,53.81396639363385,False,False
1599368427.1135933,93.5654543746934,93.15270335395813,31.66,53.81396639363385,False,False
1599368427.5742967,93.39391914603102,93.18671989467984,31.77,55.399641679796616,False,False
1599368428.1401772,93.32530755839625,93.2207367870484,31.77,55.399641679796616,False,False
1599368428.6002517,93.29100230106913,93.25475403107507,31.83,56.83869638470427,False,False
