Time,Temperature,Weight,Avg. PID,Solenoid,Pump
1592914722.8763077,104.21867444835873,-0.08,8.871359171964235,True,True
1592914723.2507348,104.25314538554407,0.0,8.876800738034051,True,True
1592914723.636067,104.25314538554407,0.0,8.876800738034051,True,True
1592914724.0043259,104.21867444835873,0.0,8.876800738034051,False,False
1592914724.373291,104.1497336609102,0.0,8.92398745315848,False,False
1592914724.745143,104.04632519687308,0.0,8.92398745315848,False,False
1592914725.1111484,103.87398500174378,0.0,8.92398745315848,False,False
1592914725.4774034,103.70165386154284,0.0,11.19897833946653,False,False
1592914725.8467414,103.52933177484381,0.0,11.19897833946653,False,False
1592914726.2271557,103.3570187402195,0.0,11.19897833946653,False,False
1592914726.5960076,103.21917482905543,0.0,16.94218691850266,True,True
1592914726.9680028,103.11579569651549,0.0,16.94218691850266,True,True
1592914727.337147,102.97796192032051,0.0,16.94218691850266,True,True
1592914727.7030091,102.90904720367176,0.0,22.5456993537551,True,True
1592914728.0677953,102.7367667447092,0.0,22.5456993537551,True,True
1592914728.4261215,102.53004213391058,0.0,22.5456993537551,True,True
1592914728.7975595,102.32333054619438,0.0,26.974369671019122,True,True
1592914729.1899786,101.97884016683282,0.0,26.974369671019122,True,True
1592914729.5712194,101.59994251043699,0.17,26.974369671019122,True,True
1592914729.9478106,101.1866494914155,0.46,31.791942342849143,True,True
1592914730.3532603,100.73897409946447,2.13,31.791942342849143,True,True
1592914730.7238545,100.32578945077641,2.55,31.791942342849143,True,True
1592914731.0977066,99.7749574518954,3.12,41.699467255992246,True,True
1592914731.4780846,99.32747447377403,3.6,41.699467255992246,True,True
1592914731.842903,98.94888264350304,3.85,41.699467255992246,True,True
1592914732.2348716,98.50151218280963,4.59,56.07552320444104,True,True
1592914732.6386955,98.15742250916428,5.1,56.07552320444104,True,True
1592914733.0132515,97.81336886651141,5.46,56.07552320444104,True,True
1592914733.3854306,97.53815188709872,6.08,66.0176570264789,True,True
1592914733.7662704,97.2629579544873,6.66,66.0176570264789,True,True
1592914734.1633754,97.0221821644806,7.19,66.0176570264789,True,True
1592914734.5445414,96.85021025566002,7.84,68.04887844955995,True,True
1592914734.9327013,96.60946469796383,8.48,68.04887844955995,True,True
1592914735.3043935,96.47190372372559,8.97,68.04887844955995,True,True
1592914735.6777086,96.26557305482116,9.59,63.56716015964319,True,True
1592914736.0492167,96.09364072226508,10.29,63.56716015964319,True,True
1592914736.4447937,95.92171738050405,10.94,63.56716015964319,True,True
1592914736.8097677,95.7498030281285,11.53,58.83791571839745,True,True
1592914737.1900547,95.61227801763779,12.18,58.83791571839745,True,True
1592914737.5875535,95.4403798426025,12.99,58.83791571839745,True,True
1592914737.9743476,95.26849065300563,13.61,55.53941597676462,True,True
1592914738.3562884,95.09661044743801,14.37,55.53941597676462,True,True
1592914738.7343965,94.95911275053865,15.15,55.53941597676462,True,True
1592914739.1185453,94.82162080179573,15.78,55.20176505763776,True,True
1592914739.4879887,94.64976394811357,16.4,55.20176505763776,True,True
1592914739.8572497,94.51228493008692,17.13,55.20176505763776,True,True
1592914740.2298448,94.30607717622306,17.76,55.744293039110445,True,True
1592914740.612606,94.16861252138126,18.56,55.744293039110445,True,True
1592914740.975704,93.99678978026313,19.0,55.744293039110445,True,True
1592914741.34169,93.8249760127599,19.8,57.362191127518926,True,True
1592914741.7373831,93.61881133494863,20.5,57.362191127518926,True,True
1592914742.1110592,93.44701730445024,20.79,57.362191127518926,True,True
1592914742.489309,93.27523224306961,21.84,59.510792041738945,True,True
1592914742.8618731,93.1034561494017,22.33,59.510792041738945,True,True
1592914743.2428682,92.93168902204219,22.97,59.510792041738945,True,True
1592914743.6223943,92.7942817749537,23.65,61.96701304003517,True,True
1592914743.9987054,92.58818166063459,24.28,61.96701304003517,True,True
1592914744.3838532,92.45078875424976,24.99,61.96701304003517,True,True
1592914744.7782812,92.27905568606273,25.67,63.750652061954725,True,True
1592914745.160749,92.10733157744912,26.35,63.750652061954725,True,True
1592914745.560137,91.9356164270061,27.02,63.750652061954725,True,True
1592914745.945908,91.79825075559283,27.5,65.13840022306255,True,True
1592914746.315296,91.62655172632559,28.16,65.13840022306255,True,True
1592914746.69368,91.48919895003674,28.81,65.13840022306255,True,True
1592914747.1126287,91.31751603740568,29.53,66.07356895770236,False,False
1592914747.4797578,91.14584207650009,30.04,66.07356895770236,False,False
1592914747.8570478,91.0085093520774,30.39,66.07356895770236,False,False
1592914748.2227173,90.83685150075009,30.42,67.37051490589036,False,False
1592914748.604947,90.73386108499031,30.46,67.37051490589036,False,False
1592914749.0024898,90.59654554089346,30.58,67.37051490589036,False,False
1592914749.376937,90.45923572213916,30.55,68.4635759523882,False,False
1592914749.7562943,90.39058295954163,30.54,68.4635759523882,False,False
